full_name,age,gender,employment_status,occupation,monthly_income,education_level,residential_status,marital_status,employment_duration,industry,hobbies,user_id,num_accounts,total_account_balance,avg_daily_balance,total_monthly_inflow,total_monthly_outflow,num_wallets,total_wallet_balance,avg_wallet_transaction,num_utility_bills,avg_utility_amount,overdue_bills,rent_amount,rent_status,monthly_plan_cost,credit_score,risk_category
Michael Lee,22,Male,Employed,Warden/ranger,13755.67,Diploma,Rent,Married,3,Healthcare,"['Gaming', 'Fitness', 'Cooking']",f66b7a6d-356b-488e-9335-75cf58a8fdfa,1,10131.55,7288.1,12951.76,9957.8,4,1041.8899999999999,75.16499999999999,3,133.23000000000002,0,980.96,Paid,80.0,548,High
Pamela Knight,28,Male,Contract,Building services engineer,4384.37,Bachelor,Rent,Married,7,Healthcare,['Reading'],c4b69609-330c-439d-b51e-5ce3120a0da8,1,4951.9,6254.63,4449.89,3939.79,4,1264.53,51.7475,2,164.79500000000002,0,1861.72,Paid,117.0,705,Low
Paul Mcdonald,24,Female,Contract,"Teacher, secondary school",6637.8,Master,Family Home,Single,2,Manufacturing,"['Reading', 'Sports']",4c3b6300-8214-4ba3-ba5a-40ab67d9038f,2,15236.92,8215.415,13019.11,10492.380000000001,3,1184.08,74.87666666666667,2,172.28,0,940.82,Paid,92.0,578,High
Mary Miller,22,Male,Fresh Graduate,"Psychologist, educational",8095.83,Diploma,Family Home,Single,5,Finance,['Sports'],a670338b-7ee6-4c73-9e7c-4324a9021e77,2,28502.97,7713.665,15389.96,11458.75,3,574.74,44.26,3,123.61,0,1332.62,Paid,108.0,631,Medium
Caleb Campbell,25,Male,Contract,"Teacher, adult education",12937.72,Master,Rent,Single,8,Healthcare,"['Reading', 'Fitness']",65cdf311-4e41-426b-bec4-bd94839a6298,1,6296.36,9466.16,12694.9,9314.19,3,406.68,66.12,3,203.03666666666666,0,769.32,Paid,102.0,685,Medium
Michael Anderson,25,Female,Contract,Site engineer,4188.87,Master,Rent,Single,2,Technology,['Music'],f3672992-0895-4af0-b328-6144ec84e128,2,22127.91,3774.8900000000003,8322.28,6205.67,2,623.01,71.16,4,194.505,0,1719.31,Paid,136.0,520,High
Walter Gill,22,Female,Contract,Theatre manager,5232.8,Master,Family Home,Married,3,Technology,"['Sports', 'Reading']",0fc749e3-310d-4e5d-9d14-c720418fc540,2,1905.02,7196.785,10456.779999999999,9317.68,2,542.01,43.18,4,216.3525,0,1309.37,Paid,88.0,662,Medium
Andrea Miller,26,Female,Employed,Copy,10669.66,Master,Family Home,Single,6,Manufacturing,"['Reading', 'Music']",ae4e6379-fa34-40ef-9d96-f866f1d3cfcc,2,7282.96,6331.365,21450.11,14553.95,4,790.2,49.087500000000006,2,257.90999999999997,0,1014.04,Paid,103.0,636,Medium
Karen Rodriguez,26,Male,Employed,Mechanical engineer,13870.63,Bachelor,Rent,Married,1,Finance,"['Traveling', 'Reading']",273aa736-e17d-4a6f-926a-5020e1e9f06e,1,2419.69,6897.01,13149.21,10240.55,4,615.77,16.57,3,99.04,1,916.11,Paid,71.0,442,High
Cindy Warren,26,Female,Contract,"Scientist, biomedical",3783.93,Bachelor,Rent,Single,4,Education,['Reading'],63d3a1d5-7cd1-4b32-8a6d-023699b6abfd,1,4565.23,2924.59,4152.85,2302.88,3,1018.75,58.72666666666667,2,221.03,0,513.8,Paid,66.0,595,High
David Carter,25,Male,Contract,Insurance broker,5622.85,Bachelor,Family Home,Married,6,Healthcare,"['Photography', 'Gaming', 'Traveling']",fcb44bfc-7c1c-4acd-9231-741aad034c94,1,5831.81,8516.56,5376.53,3757.74,4,979.78,45.332499999999996,4,136.48250000000002,0,1020.81,Paid,65.0,627,Medium
Michelle Becker,22,Male,Fresh Graduate,"Administrator, education",8861.63,Diploma,Family Home,Single,2,Manufacturing,"['Music', 'Gaming', 'Traveling']",67192f6b-ebc6-46b0-9111-b4f87085fb15,2,10314.3,7663.94,19017.93,14476.84,3,1048.74,46.07,3,234.25666666666666,0,1431.67,Paid,86.0,481,High
Amy Payne,28,Male,Fresh Graduate,Health physicist,14868.38,Bachelor,Family Home,Married,4,Manufacturing,"['Photography', 'Reading']",d3ec6a03-48bd-4b6d-923a-c4f8842adbce,2,28008.21,9760.325,31931.38,22157.23,3,674.1600000000001,79.59666666666666,2,193.57,0,1429.48,Paid,108.0,546,High
Mia Cooke,28,Female,Contract,"Accountant, chartered",4950.3,Diploma,Rent,Single,7,Manufacturing,['Photography'],efdcc6ba-e3bc-4ca8-afff-6630dbc41cf9,2,15676.039999999999,4460.900000000001,9521.9,8300.95,4,905.9699999999999,65.07,4,168.6225,0,729.17,Pending,121.0,561,High
Matthew Mcdonald,30,Female,Employed,Contracting civil engineer,7036.53,Bachelor,Family Home,Single,2,Healthcare,"['Reading', 'Sports', 'Photography']",7275c251-493c-4bfe-912e-e010a29036ae,2,27451.35,4835.665,15052.34,9835.05,4,738.81,47.495,4,159.8875,0,1387.87,Paid,40.0,600,Medium
Timothy Oneal,23,Male,Contract,Occupational hygienist,11426.74,Bachelor,Rent,Single,3,Finance,"['Photography', 'Sports']",d72e42f8-d787-4ff9-a37d-c69a99e509b8,1,10943.23,1882.32,12167.68,9750.44,3,984.98,57.419999999999995,2,108.89,1,800.95,Paid,102.0,558,High
Olivia Lee,26,Male,Fresh Graduate,Health promotion specialist,14808.17,Bachelor,Family Home,Single,8,Education,"['Cooking', 'Sports']",43d28d28-f258-4302-9ca6-3d78cd01b4de,2,24921.07,6290.165,28710.85,24147.800000000003,4,1299.09,60.665,4,136.2575,0,656.84,Paid,80.0,667,Medium
Steven Avery,23,Female,Fresh Graduate,"Scientist, clinical (histocompatibility and immunogenetics)",4598.46,Master,Rent,Married,2,Technology,"['Music', 'Traveling', 'Cooking']",ec806915-ef3a-49dc-a74e-9f111dbc4cd0,2,5705.27,5790.495,9107.220000000001,6868.709999999999,4,891.93,57.272499999999994,3,247.23666666666668,0,1400.19,Paid,71.0,526,High
Elizabeth Jones,22,Male,Contract,Garment/textile technologist,7327.13,Master,Family Home,Single,4,Technology,"['Traveling', 'Photography']",84f677f9-6def-4794-916c-e50b64f397d0,1,12357.47,6069.14,7463.45,4970.15,4,1422.43,59.3475,2,77.36,0,1191.92,Paid,101.0,501,High
Lawrence Hansen,21,Male,Contract,"Psychologist, clinical",9903.48,Master,Rent,Single,8,Finance,"['Music', 'Fitness', 'Cooking']",f84e0318-7e32-4329-9192-fa88c4f7c5fa,2,18430.449999999997,5602.13,19678.82,14635.869999999999,2,759.49,50.61,2,140.135,0,1766.36,Paid,121.0,617,Medium
Sarah Howard DDS,30,Male,Contract,"Engineer, drilling",14644.9,Master,Family Home,Single,0,Education,"['Photography', 'Reading', 'Sports']",2a11d896-d23c-4636-906b-ad73128e931b,1,14386.35,5103.99,13885.74,9294.32,2,391.87,46.075,3,189.06333333333336,0,1804.6,Paid,56.0,654,Medium
Devon Rice Jr.,22,Male,Contract,Press sub,2534.8,Bachelor,Family Home,Single,4,Healthcare,"['Music', 'Sports']",0c878539-2ca3-4a71-a057-75bcabad2010,1,1380.07,5563.35,2524.93,1575.53,4,923.87,60.245,2,200.75,0,1593.25,Paid,136.0,498,High
Beth Sanchez,27,Male,Fresh Graduate,Barrister,7454.5,Master,Family Home,Married,7,Technology,"['Photography', 'Reading', 'Music']",1d1a5c4d-960b-4684-aecd-50093e2c2065,1,10134.22,2983.3,7374.6,4906.83,3,841.87,65.16333333333334,2,160.66,1,1627.19,Paid,133.0,587,High
Margaret Mckee,30,Female,Employed,Market researcher,11983.92,Bachelor,Rent,Single,1,Finance,"['Reading', 'Gaming']",a5de8534-336f-4499-8f3f-7ee17ee3f71b,2,12364.460000000001,5234.07,24301.35,18869.32,3,813.35,73.79,3,124.43333333333334,0,781.4,Paid,92.0,554,High
Joshua Herman,25,Male,Employed,Counsellor,14164.42,Diploma,Family Home,Single,5,Technology,"['Fitness', 'Gaming', 'Reading']",b9dd9703-33c4-444a-aa33-6d848e05cc91,2,27433.84,6616.45,26582.05,21699.48,2,729.35,51.235,2,118.995,0,1317.36,Paid,140.0,599,High
Ryan Clark,22,Female,Employed,Public affairs consultant,3420.29,Diploma,Family Home,Married,6,Technology,"['Traveling', 'Gaming', 'Reading']",565dc964-63d0-4925-81ab-bafa6438919d,1,7285.89,4481.75,3184.45,2548.99,2,771.8499999999999,56.535,3,195.4766666666667,0,1336.02,Paid,146.0,664,Medium
Dr. Larry James,26,Male,Fresh Graduate,Dentist,7552.92,Master,Family Home,Married,0,Technology,['Photography'],a2242f87-78d5-429d-801a-d5e520d7c044,1,13027.99,1987.65,6840.61,6576.62,3,548.09,50.02,2,66.515,0,1820.45,Paid,42.0,585,High
Elizabeth Rice,24,Male,Employed,Logistics and distribution manager,11859.91,Bachelor,Rent,Married,3,Technology,"['Music', 'Photography', 'Cooking']",b17ca137-818d-494f-a426-44b8c699929e,2,13734.94,5662.605,23706.03,15640.07,2,687.7,48.205,2,166.59,0,1049.06,Paid,104.0,547,High
Robert Roth,23,Male,Fresh Graduate,Land,14033.12,Master,Rent,Married,8,Technology,"['Gaming', 'Traveling', 'Cooking']",08f56b63-6e8f-4433-9409-10107a408883,2,7608.030000000001,8633.904999999999,27606.989999999998,21021.989999999998,4,1213.01,53.120000000000005,3,153.92333333333332,0,1592.52,Paid,122.0,639,Medium
Julie Mckenzie,29,Male,Contract,Community education officer,4487.78,Diploma,Rent,Married,1,Healthcare,['Music'],a112bb66-af7b-4e5c-b83f-d308458b5e8b,2,15855.349999999999,6537.3150000000005,8341.68,7002.99,2,573.25,55.79,3,242.61333333333334,0,664.75,Paid,33.0,574,High
Eileen Smith,24,Female,Fresh Graduate,Ranger/warden,7839.29,Diploma,Rent,Married,5,Finance,"['Sports', 'Photography']",eccf9422-1900-4fd8-8328-c9b3e084a9ee,2,16191.84,6966.095,15584.189999999999,10731.74,3,666.6700000000001,76.40666666666667,4,98.3925,1,975.96,Paid,87.0,613,Medium
Jake Weber,21,Female,Employed,Financial manager,11130.72,Diploma,Rent,Married,8,Education,"['Reading', 'Fitness']",0660812a-2644-4188-82c0-f05250f176ad,1,14440.15,5963.48,10870.0,8795.21,2,781.88,50.96,4,192.87,1,917.64,Paid,115.0,681,Medium
Joshua Porter,25,Male,Contract,Industrial/product designer,14268.05,Master,Rent,Single,1,Healthcare,"['Sports', 'Fitness', 'Cooking']",75fe35a4-b333-4849-b6c6-e2e3338d3b99,1,3699.9,7172.42,13842.75,11755.49,3,642.22,58.276666666666664,4,180.79,1,704.24,Paid,85.0,576,High
Bryan Farley,27,Male,Employed,Health service manager,3072.93,Diploma,Rent,Single,4,Manufacturing,['Music'],a4bb2b48-9cdf-4ae3-a10f-2b5fd22b21ac,1,7906.55,4575.24,2910.66,2278.43,2,644.49,92.43,4,197.3525,0,711.45,Paid,117.0,510,High
Jose Mayer,25,Male,Employed,"Development worker, international aid",7582.5,Master,Rent,Single,9,Finance,"['Gaming', 'Fitness', 'Sports']",99a3348f-63d1-4cae-94a8-d9470b86db70,1,11121.02,2500.32,8119.77,4881.68,2,618.0,62.68,4,166.16750000000002,0,1969.46,Paid,93.0,570,High
Christina Davila,25,Female,Employed,Jewellery designer,11821.57,Master,Rent,Single,2,Education,"['Sports', 'Gaming']",0f3f0434-8598-47d5-b335-52177db2ab38,2,10335.57,6326.620000000001,24600.6,16303.25,4,1005.65,49.505,4,183.115,0,1591.76,Paid,125.0,688,Medium
Cynthia Martin,23,Male,Contract,"Surveyor, planning and development",14563.67,Diploma,Rent,Single,4,Finance,['Sports'],b161e55b-5c0b-4024-9adc-3df988767633,1,9334.67,4800.84,15001.47,10297.93,2,337.05,50.095,2,184.52,0,720.93,Paid,75.0,718,Low
Lisa Lowe,30,Female,Contract,"Geneticist, molecular",2828.96,Bachelor,Family Home,Single,8,Manufacturing,['Gaming'],68f4e572-d114-4b8f-8416-36ce463c98bf,1,6613.23,6539.37,2605.32,2512.82,3,546.53,55.63333333333333,2,162.725,0,738.76,Paid,50.0,607,Medium
Angela Moore,26,Female,Contract,Community development worker,6719.95,Master,Family Home,Single,1,Finance,"['Reading', 'Music']",ee1dba23-b7eb-47e6-a9b0-fec19f219370,2,15018.02,1821.24,14156.029999999999,9664.77,3,962.6700000000001,53.24,3,192.5666666666667,0,668.72,Paid,147.0,516,High
Laura Parker,26,Male,Fresh Graduate,Product/process development scientist,11350.53,Master,Rent,Married,4,Education,['Reading'],d733be4d-b0a9-4d35-a2fd-49895cf429aa,1,13115.4,3362.47,12389.02,10105.78,2,311.40999999999997,61.964999999999996,2,105.145,0,1945.0,Paid,33.0,555,High
Mary Burke,24,Female,Contract,"Engineer, materials",12359.1,Master,Rent,Single,7,Finance,"['Music', 'Gaming']",17a0f539-b43d-480f-84df-a17346e2796f,2,18990.81,5518.200000000001,26352.15,16973.190000000002,2,744.11,62.965,4,182.88,0,790.13,Paid,99.0,654,Medium
Leah Sosa,27,Female,Contract,Science writer,3853.08,Master,Family Home,Single,1,Healthcare,"['Photography', 'Reading', 'Music']",3e26d7c4-d3b3-419d-b9d3-b585930792d8,2,18931.74,4108.135,8057.400000000001,5372.030000000001,4,639.26,71.25,4,182.7125,0,1528.88,Paid,112.0,544,High
Michael Levy,24,Male,Contract,Chief of Staff,7803.79,Diploma,Family Home,Single,3,Healthcare,['Photography'],08988cf6-bb65-46ce-9793-aeba096bc139,2,12607.1,6593.8,14459.970000000001,11656.05,2,838.39,41.03,2,184.885,0,1559.04,Paid,122.0,599,High
Austin Adams,30,Male,Contract,Financial controller,9866.45,Master,Family Home,Married,7,Education,"['Photography', 'Cooking']",18b1db5d-cc66-4d0f-ba6f-be15a6a59d5e,1,3046.81,792.84,9551.16,6027.66,2,504.21000000000004,49.1,2,173.69500000000002,0,678.68,Paid,140.0,500,High
Melissa Lyons,26,Female,Employed,Technical sales engineer,14687.64,Diploma,Family Home,Single,1,Technology,['Sports'],1dcb99a0-8251-446f-b23c-4ceb386435a9,1,12010.84,6012.07,13409.63,10732.11,3,574.8100000000001,29.563333333333333,2,130.215,0,1405.11,Paid,37.0,627,Medium
Jacob Anderson,21,Male,Employed,Firefighter,4176.94,Diploma,Family Home,Single,5,Education,['Sports'],19a13865-efcd-4c04-b394-d7c3b07dbdcb,2,13160.98,5728.535,8129.07,5545.07,2,741.86,78.33500000000001,2,218.2,0,1360.17,Paid,123.0,620,Medium
Erin Campbell,29,Female,Contract,Social worker,5485.05,Master,Rent,Married,8,Manufacturing,['Photography'],2906b654-7d36-4d73-9566-1dae569f025b,1,6624.32,2643.96,5805.68,4786.29,4,457.33000000000004,58.084999999999994,4,199.48250000000002,0,1523.28,Paid,49.0,598,High
Jose Martinez,21,Female,Employed,Insurance account manager,10710.36,Master,Family Home,Married,0,Manufacturing,"['Fitness', 'Gaming', 'Photography']",367e5cea-9b9c-4724-bb9b-d6ec5b48b635,1,2829.17,7546.14,11332.33,6739.57,2,334.08,56.425,3,128.07,1,1852.1,Paid,47.0,686,Medium
Cindy Eaton,30,Female,Employed,Fisheries officer,13545.42,Master,Family Home,Married,3,Technology,"['Traveling', 'Gaming', 'Reading']",20f9e6b4-4339-4205-a179-095287039721,2,10795.32,3669.0200000000004,27915.75,21085.23,3,697.97,55.626666666666665,3,239.33,1,1040.33,Paid,77.0,528,High
Victoria Williams,25,Female,Employed,Fine artist,4274.79,Master,Family Home,Married,7,Finance,"['Photography', 'Gaming']",88f4574f-2fe1-4442-a94b-54b0cf115b3b,1,6325.13,7522.72,4551.49,2991.73,2,732.51,46.815,3,167.37666666666667,0,1566.29,Paid,100.0,615,Medium
Andrew Haney,25,Male,Contract,Research scientist (maths),5362.93,Bachelor,Rent,Married,2,Manufacturing,"['Reading', 'Fitness']",5057c322-d9be-4524-b5f6-5e1b735d6151,1,10104.87,2462.72,5360.96,3285.39,4,1284.97,71.945,4,253.4075,0,1598.1,Paid,123.0,609,Medium
Timothy Mack,26,Male,Fresh Graduate,Land,9659.33,Diploma,Rent,Single,5,Technology,"['Cooking', 'Gaming']",eb7b807e-d0c3-4a94-87fc-f2af8511319d,1,2283.83,6062.56,10468.18,6308.43,4,920.71,41.9775,4,104.325,0,639.79,Paid,45.0,613,Medium
Amanda Moore,21,Female,Fresh Graduate,Building surveyor,12512.9,Diploma,Rent,Single,6,Manufacturing,['Cooking'],da07c4dd-5b82-4437-8181-fa66befc0d46,2,17698.75,3368.02,25328.940000000002,15766.48,3,824.9300000000001,73.96,4,123.0225,0,1352.3,Paid,127.0,533,High
Nina Griffin,21,Female,Contract,Medical laboratory scientific officer,4879.81,Diploma,Family Home,Single,2,Finance,"['Fitness', 'Reading', 'Music']",ca912f9f-145e-46a4-85ea-0919550c23cd,1,6058.12,9176.86,4720.52,3334.83,4,889.59,60.36,4,242.085,0,880.85,Paid,144.0,585,High
John Schultz,30,Male,Contract,Armed forces operational officer,6838.63,Bachelor,Family Home,Single,4,Education,"['Reading', 'Gaming']",0da1526f-3b7b-48fb-91a0-c77e5807a3ab,2,12137.49,8846.575,14473.84,11285.369999999999,3,669.1700000000001,57.01333333333334,2,160.76999999999998,0,808.31,Paid,122.0,448,High
Ryan Holder,30,Male,Contract,Maintenance engineer,9089.6,Diploma,Rent,Single,9,Healthcare,"['Photography', 'Gaming']",d15ddada-891b-40c8-a0ae-d87c29aaf557,1,13635.34,2380.84,8745.76,7415.38,2,363.85999999999996,47.29,2,137.975,0,889.2,Paid,42.0,671,Medium
Benjamin Roy,23,Female,Contract,Art therapist,14899.35,Diploma,Rent,Single,2,Education,"['Traveling', 'Sports', 'Reading']",f4c928e6-34fe-4c82-a64a-28adb3f20934,1,3105.0,7355.53,15349.31,12210.45,2,580.6400000000001,51.975,4,193.6575,0,507.56,Paid,48.0,656,Medium
James Ferguson,27,Male,Fresh Graduate,International aid/development worker,3877.71,Diploma,Family Home,Married,4,Education,"['Photography', 'Fitness']",2063272e-0655-4da8-a568-1faf6c551497,2,7279.19,2780.085,7474.82,5295.27,4,1545.27,36.2525,3,131.32333333333335,0,1189.01,Paid,96.0,635,Medium
Andrea Bender,23,Male,Fresh Graduate,"Psychologist, prison and probation services",7856.69,Diploma,Family Home,Married,9,Manufacturing,"['Sports', 'Cooking']",fbb4d5cf-c288-4273-816f-1c38927f2514,2,17652.260000000002,5322.405000000001,14939.32,11087.29,3,983.59,54.54333333333333,3,186.88333333333333,0,591.73,Paid,143.0,644,Medium
Deanna Vega,22,Male,Contract,Television floor manager,8283.52,Master,Rent,Single,1,Finance,['Fitness'],f684950e-8ccc-4493-b3fb-2718526d9b52,1,2851.91,1534.63,8396.16,6911.16,4,1171.58,17.872500000000002,4,212.4625,0,1144.7,Paid,95.0,554,High
Sophia Rodriguez,30,Male,Employed,Barrister,13727.77,Bachelor,Rent,Married,5,Education,"['Music', 'Cooking']",d1c7b882-f9ee-442c-98d3-9cc7d7d2859d,2,17482.11,6459.755,26548.66,21282.620000000003,4,607.08,46.49,4,202.015,1,1930.96,Paid,129.0,549,High
Christina Roberts,24,Female,Fresh Graduate,Police officer,4498.5,Master,Family Home,Married,7,Finance,"['Music', 'Sports']",5a8a0ce3-febe-48c9-9869-35e7a2ad492d,1,8661.97,4826.43,4920.54,2876.45,4,1678.07,50.3775,3,168.70000000000002,0,1960.04,Paid,72.0,651,Medium
Holly Thomas,21,Male,Fresh Graduate,"Designer, furniture",5208.21,Diploma,Family Home,Single,0,Healthcare,['Photography'],fca2d350-4eed-4bc4-9b91-a3de545c6639,1,1386.76,7990.34,5210.86,4608.96,2,485.64,65.37,3,166.64666666666668,1,1020.54,Pending,77.0,532,High
Teresa Jones,22,Male,Fresh Graduate,Animal technologist,11343.97,Diploma,Rent,Married,5,Finance,['Gaming'],0e5df1af-7fde-49ee-8c45-01bcf9dfc07c,2,19946.39,7957.355,24293.519999999997,17219.33,3,1073.69,58.54999999999999,3,156.13333333333333,0,927.59,Paid,130.0,657,Medium
Megan Ellis,27,Female,Contract,Human resources officer,13068.53,Diploma,Family Home,Married,9,Manufacturing,"['Gaming', 'Photography']",bf879d59-4ada-4c9f-8ac8-fff4786d90ff,2,15401.489999999998,4204.655000000001,24691.53,17894.4,3,1033.27,45.99,3,208.03999999999996,0,818.86,Paid,122.0,585,High
Brenda Myers,23,Male,Contract,Sports development officer,3779.05,Master,Rent,Single,1,Technology,['Sports'],2ea5ad45-096b-48be-b70b-eedd5ceffb9c,2,11351.34,2623.95,7009.49,5782.74,2,537.79,66.185,4,133.145,0,1139.81,Paid,77.0,477,High
Sandra Holmes,25,Female,Employed,Social worker,6575.48,Master,Family Home,Married,4,Manufacturing,"['Photography', 'Reading']",38224978-0404-4610-922a-ac5c0803e974,2,24027.88,3553.1400000000003,13318.96,10186.52,4,1434.83,49.3125,4,220.4275,0,553.27,Paid,150.0,587,High
Jennifer Blair,22,Male,Contract,Computer games developer,10418.32,Bachelor,Rent,Married,8,Manufacturing,['Gaming'],a8cf30d1-b0e5-4238-b415-fe23a7add83f,2,17380.52,6690.77,20616.73,17724.39,4,499.07,34.5325,3,170.97,0,1578.95,Paid,49.0,593,High
Kenneth Hamilton,22,Female,Fresh Graduate,"Designer, television/film set",13411.19,Master,Family Home,Married,2,Finance,['Music'],3e07efc0-86c9-4284-9071-2b2e0db37a0b,1,4607.42,7907.26,12888.62,8612.55,3,620.39,79.82333333333334,3,211.11333333333334,0,1988.87,Paid,31.0,488,High
Nicholas Richard,21,Male,Employed,"Librarian, academic",3277.62,Master,Rent,Single,4,Healthcare,"['Photography', 'Cooking']",30337293-bc54-4ddc-a5be-5974e0a9b5b3,2,25924.15,7346.46,6141.42,4929.94,3,745.59,50.373333333333335,4,183.2825,0,1802.88,Paid,99.0,560,High
Michael Watts,25,Male,Employed,Adult guidance worker,6415.72,Diploma,Family Home,Single,7,Manufacturing,"['Cooking', 'Traveling']",4b544bf7-d69c-407e-afb2-99b91b9dcb4c,2,15114.779999999999,9389.45,13012.21,9613.439999999999,4,1012.3599999999999,65.73,4,195.47,0,592.87,Paid,43.0,477,High
Julia Greene,22,Female,Employed,"Journalist, broadcasting",9755.76,Master,Rent,Married,1,Education,"['Photography', 'Reading', 'Gaming']",cc9ba26d-10aa-45ba-8ed5-d6105b7b60d0,1,14228.11,9790.2,9253.69,7197.92,4,1024.03,48.7075,3,200.62333333333333,0,1988.94,Paid,67.0,496,High
Christina Colon,30,Male,Fresh Graduate,Commercial horticulturist,14372.71,Master,Family Home,Single,5,Education,"['Traveling', 'Music']",2026c5f0-f676-4d0c-8fc1-7d4c632b24fa,1,13473.45,8975.63,14655.7,8641.45,2,425.7,55.555,3,125.01666666666667,0,1421.39,Paid,141.0,521,High
Christina Heath,26,Female,Employed,Immigration officer,4681.31,Master,Rent,Single,6,Education,['Traveling'],ea24fda8-6cd3-4fa4-a04d-1603a2fc1c49,1,13256.42,2498.87,4593.13,4156.05,2,131.1,40.445,4,182.9275,2,1152.04,Paid,105.0,477,High
Allison Finley,25,Female,Fresh Graduate,Patent attorney,5553.91,Diploma,Rent,Single,1,Healthcare,"['Photography', 'Music', 'Sports']",0240dd70-26c7-49b5-96b9-f5c4add0add7,1,12984.0,9963.28,6104.41,4489.7,2,375.15,91.425,2,218.07,0,1543.58,Paid,141.0,615,Medium
Michael Martinez,24,Male,Fresh Graduate,Nutritional therapist,10031.14,Bachelor,Family Home,Single,5,Education,['Sports'],92d0b5a9-35f0-42d0-a8a9-7e0387bfe029,2,14362.310000000001,7162.474999999999,20161.5,16505.379999999997,2,498.5,24.405,2,227.14999999999998,0,913.87,Paid,135.0,590,High
Jose Meyer,22,Female,Fresh Graduate,Clothing/textile technologist,13541.36,Diploma,Rent,Married,8,Technology,"['Sports', 'Fitness']",52d0f7c4-d3f1-4365-a734-ffdb9fc5b5e7,1,5416.68,8248.51,14417.12,9814.98,2,611.22,59.04,3,225.5,0,1275.49,Paid,127.0,631,Medium
Justin Medina,22,Male,Contract,Midwife,4946.64,Master,Rent,Married,1,Manufacturing,['Music'],98cea4ce-e500-4e8d-9b98-e9c1a015aac4,2,16645.57,4397.04,10186.45,6477.52,2,566.5899999999999,54.325,4,113.23,1,1474.17,Paid,135.0,492,High
Joanna Price,29,Male,Fresh Graduate,Geoscientist,5466.36,Diploma,Rent,Single,3,Technology,['Fitness'],813bd4dc-eb8d-4bb0-b0e1-cb6ffc7e558f,2,16044.27,2948.285,10920.380000000001,8172.41,3,689.19,53.90666666666667,2,109.735,0,509.57,Paid,81.0,616,Medium
Angel Baxter,27,Female,Employed,Housing manager/officer,8173.47,Bachelor,Family Home,Single,8,Finance,['Music'],65aa7dab-5306-48f4-a84c-137a854e8a11,1,6798.99,6390.94,8519.42,7348.11,2,991.71,38.21,2,147.595,0,1899.18,Paid,85.0,691,Medium
Gwendolyn Ellison,27,Male,Contract,Special effects artist,13331.28,Master,Rent,Married,2,Education,['Reading'],acf3f04c-2404-4614-af09-41cec141e5d3,1,8654.57,8674.49,12860.26,10408.44,4,868.23,69.7375,3,193.34666666666666,0,1640.33,Paid,119.0,497,High
Todd Marshall,24,Female,Contract,"Investment banker, corporate",3471.56,Bachelor,Rent,Single,4,Manufacturing,"['Fitness', 'Gaming']",79cca8d2-02d1-4f68-a043-a7aa76e6c9d9,1,6130.72,2097.1,3364.06,2787.99,2,207.88,68.295,3,185.36333333333334,0,1711.67,Paid,56.0,452,High
Megan Richardson,29,Male,Employed,"Embryologist, clinical",6900.54,Master,Family Home,Married,8,Finance,"['Gaming', 'Music', 'Reading']",b4e27b16-11d7-4f95-a9e4-f785cc8b56e2,2,15687.99,4542.135,13868.779999999999,11349.57,4,1123.3,62.315,3,152.04666666666665,0,1537.84,Paid,136.0,513,High
Julie Velasquez,26,Female,Contract,Purchasing manager,8624.11,Bachelor,Family Home,Married,1,Technology,"['Gaming', 'Fitness', 'Music']",5ec7dffb-c00c-495a-9d9c-fa960f267aa6,2,22161.17,6000.99,18145.059999999998,15052.630000000001,3,1047.6,57.11000000000001,3,161.16666666666666,0,978.24,Paid,118.0,596,High
Anthony Heath,28,Female,Contract,Textile designer,12025.58,Master,Family Home,Married,5,Education,['Reading'],889d87d3-f34c-4b20-ad9c-e1e1f639e76a,1,12744.56,8412.53,11313.67,8277.2,3,1150.51,62.62333333333333,4,136.7925,0,1606.01,Paid,86.0,616,Medium
Nichole Leonard,27,Female,Fresh Graduate,Garment/textile technologist,4589.07,Diploma,Rent,Single,8,Manufacturing,"['Fitness', 'Photography']",2efce045-192e-4de5-bdac-909df3fadce1,1,4248.49,521.27,4883.78,3339.07,4,1362.61,57.0425,4,202.11,0,1709.41,Paid,139.0,549,High
Laura Reynolds,24,Male,Contract,Community education officer,7502.3,Master,Rent,Married,1,Education,"['Reading', 'Fitness']",dba5bbe4-dec5-4b71-9c38-0a95173e36ae,1,10401.06,4511.38,7746.59,5163.26,2,359.21000000000004,77.08500000000001,2,206.865,0,1515.62,Paid,122.0,609,Medium
Dr. Shari King MD,27,Female,Employed,Chief of Staff,9647.16,Bachelor,Family Home,Single,4,Healthcare,['Gaming'],6b84a9c8-91c2-428f-a6f3-860f3293be3e,2,10007.41,8989.14,19146.41,15822.5,2,509.94,52.825,2,204.595,1,1634.91,Paid,83.0,448,High
Brenda Clarke,28,Female,Fresh Graduate,Product/process development scientist,13723.64,Master,Family Home,Single,9,Healthcare,"['Gaming', 'Sports', 'Music']",0c7eb533-1229-4131-a2d8-cbdacb77f7a2,1,656.83,1333.24,13315.38,10364.79,2,859.11,47.57,2,160.97,1,1311.39,Paid,92.0,564,High
Kimberly Bradley,26,Male,Fresh Graduate,Lawyer,4752.27,Bachelor,Family Home,Married,1,Education,['Cooking'],daafccf6-eebd-49d9-8c91-e986896c8cb9,2,11973.3,4466.825,9490.01,7132.75,4,800.44,42.28,3,144.11333333333334,0,1658.45,Paid,126.0,472,High
