provider,account_number,monthly_amount,payment_status,user_id,payment_history
Unifi,60255349,159.16,Paid,65e9ceca-db3e-4814-ae05-bda74b800933,"[{""month"": ""2024-11"", ""amount"": 308.34, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 125.29, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 136.19, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 481.99, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 238.23, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 272.92, ""status"": ""Pending""}]"
Indah Water,8653519,284.91,Paid,65e9ceca-db3e-4814-ae05-bda74b800933,"[{""month"": ""2024-11"", ""amount"": 135.42, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 215.77, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 451.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 465.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 273.17, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 291.86, ""status"": ""Paid""}]"
Tenaga Nasional,44807839,68.77,Paid,65e9ceca-db3e-4814-ae05-bda74b800933,"[{""month"": ""2024-11"", ""amount"": 342.96, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 212.78, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 284.69, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 377.39, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 398.74, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 271.88, ""status"": ""Paid""}]"
Air Selangor,13873212,259.57,Paid,90ccf05e-d68e-4076-afa2-717bcdf56a56,"[{""month"": ""2024-11"", ""amount"": 225.96, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 283.82, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 110.44, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 118.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 323.61, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 162.12, ""status"": ""Paid""}]"
Unifi,82457039,59.05,Paid,90ccf05e-d68e-4076-afa2-717bcdf56a56,"[{""month"": ""2024-11"", ""amount"": 61.21, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 425.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 321.46, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 279.88, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 395.38, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 64.54, ""status"": ""Paid""}]"
Indah Water,99342975,282.35,Paid,90ccf05e-d68e-4076-afa2-717bcdf56a56,"[{""month"": ""2024-11"", ""amount"": 476.37, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 379.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 206.63, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 392.38, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 368.03, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 401.06, ""status"": ""Paid""}]"
Tenaga Nasional,55496797,287.34,Paid,98d0aeee-5164-4a3c-aa4f-a25f0f2ba2d3,"[{""month"": ""2024-11"", ""amount"": 265.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 94.83, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 259.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 359.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 146.95, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 362.95, ""status"": ""Paid""}]"
Unifi,86525597,211.98,Paid,98d0aeee-5164-4a3c-aa4f-a25f0f2ba2d3,"[{""month"": ""2024-11"", ""amount"": 434.68, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 497.91, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 301.26, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 444.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 133.09, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 60.58, ""status"": ""Paid""}]"
Tenaga Nasional,35882140,83.68,Paid,d8608727-4462-4990-819f-51935ad0cebd,"[{""month"": ""2024-11"", ""amount"": 243.96, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 65.65, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 117.42, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 260.55, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 429.19, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 440.89, ""status"": ""Paid""}]"
Indah Water,73674105,213.09,Paid,d8608727-4462-4990-819f-51935ad0cebd,"[{""month"": ""2024-11"", ""amount"": 261.37, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 141.37, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 392.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 328.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 451.87, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 188.45, ""status"": ""Paid""}]"
Unifi,47814202,87.51,Overdue,d8608727-4462-4990-819f-51935ad0cebd,"[{""month"": ""2024-11"", ""amount"": 206.62, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 415.52, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 176.53, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 255.11, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 123.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 75.2, ""status"": ""Paid""}]"
Indah Water,30155459,159.61,Paid,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b,"[{""month"": ""2024-11"", ""amount"": 324.08, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 174.55, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 197.17, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 407.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 413.16, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 95.19, ""status"": ""Paid""}]"
Unifi,14256943,292.8,Paid,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b,"[{""month"": ""2024-11"", ""amount"": 217.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 461.66, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 363.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 326.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 287.4, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 106.0, ""status"": ""Paid""}]"
Indah Water,71548907,50.43,Paid,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b,"[{""month"": ""2024-11"", ""amount"": 245.67, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 76.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 108.93, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 128.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 95.0, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 314.21, ""status"": ""Paid""}]"
Tenaga Nasional,20546586,142.22,Paid,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b,"[{""month"": ""2024-11"", ""amount"": 234.45, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 276.5, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 222.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 319.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 469.25, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 194.75, ""status"": ""Paid""}]"
Unifi,73129927,224.31,Paid,ae8a1c01-0731-4101-b8f6-0adafd0bf340,"[{""month"": ""2024-11"", ""amount"": 336.79, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 355.61, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 485.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 294.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 490.36, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 271.49, ""status"": ""Paid""}]"
Maxis,78135041,100.33,Paid,ae8a1c01-0731-4101-b8f6-0adafd0bf340,"[{""month"": ""2024-11"", ""amount"": 396.5, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 244.4, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 136.46, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 236.22, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 335.49, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 335.44, ""status"": ""Paid""}]"
Air Selangor,75321346,106.73,Paid,ae8a1c01-0731-4101-b8f6-0adafd0bf340,"[{""month"": ""2024-11"", ""amount"": 325.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 102.58, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 360.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 317.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 180.52, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 450.92, ""status"": ""Paid""}]"
Time Internet,32669232,195.11,Paid,a0c8f326-b068-4b5f-b674-26ac819d7038,"[{""month"": ""2024-11"", ""amount"": 417.32, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 360.88, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 228.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 372.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 491.31, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 335.07, ""status"": ""Paid""}]"
Maxis,19350625,129.56,Paid,a0c8f326-b068-4b5f-b674-26ac819d7038,"[{""month"": ""2024-11"", ""amount"": 263.95, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 454.43, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 486.97, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 330.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 73.01, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 478.48, ""status"": ""Paid""}]"
Unifi,59577617,298.01,Paid,a0c8f326-b068-4b5f-b674-26ac819d7038,"[{""month"": ""2024-11"", ""amount"": 418.9, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 496.22, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 371.69, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 300.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 363.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 271.84, ""status"": ""Paid""}]"
Maxis,48452454,247.28,Overdue,869a6b4c-4dcd-4919-b3d5-7f18ac166829,"[{""month"": ""2024-11"", ""amount"": 250.57, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 436.74, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 154.28, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 351.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 330.46, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 74.21, ""status"": ""Paid""}]"
Time Internet,99387733,87.86,Paid,869a6b4c-4dcd-4919-b3d5-7f18ac166829,"[{""month"": ""2024-11"", ""amount"": 369.4, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 417.09, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 414.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 358.45, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 305.66, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 494.16, ""status"": ""Paid""}]"
Unifi,26484783,231.91,Paid,869a6b4c-4dcd-4919-b3d5-7f18ac166829,"[{""month"": ""2024-11"", ""amount"": 298.77, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 374.41, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 174.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 340.02, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 113.07, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 194.03, ""status"": ""Paid""}]"
Time Internet,68991842,105.03,Paid,869a6b4c-4dcd-4919-b3d5-7f18ac166829,"[{""month"": ""2024-11"", ""amount"": 473.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 77.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 449.96, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 439.54, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 454.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 385.06, ""status"": ""Paid""}]"
Air Selangor,61314929,64.86,Paid,1ddcb5b6-3965-455c-925c-75b74c23c43f,"[{""month"": ""2024-11"", ""amount"": 126.84, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 451.1, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 368.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 328.32, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 350.08, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 275.74, ""status"": ""Paid""}]"
Time Internet,44031041,102.97,Paid,1ddcb5b6-3965-455c-925c-75b74c23c43f,"[{""month"": ""2024-11"", ""amount"": 242.02, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 376.24, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 187.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 239.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 192.15, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 74.67, ""status"": ""Paid""}]"
Air Selangor,33583952,203.88,Paid,92401903-2c31-41d0-882b-0ac826fe33cf,"[{""month"": ""2024-11"", ""amount"": 241.57, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 112.71, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 226.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 240.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 266.98, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 393.9, ""status"": ""Paid""}]"
Time Internet,60605161,114.45,Pending,92401903-2c31-41d0-882b-0ac826fe33cf,"[{""month"": ""2024-11"", ""amount"": 244.14, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 127.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 175.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 134.22, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 386.81, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 310.74, ""status"": ""Paid""}]"
Indah Water,5400534,140.51,Paid,92401903-2c31-41d0-882b-0ac826fe33cf,"[{""month"": ""2024-11"", ""amount"": 194.54, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 258.06, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 50.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 392.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 343.7, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 258.73, ""status"": ""Paid""}]"
Time Internet,69575589,273.52,Overdue,92401903-2c31-41d0-882b-0ac826fe33cf,"[{""month"": ""2024-11"", ""amount"": 176.92, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 224.25, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 315.54, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 113.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 409.79, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 198.14, ""status"": ""Paid""}]"
Tenaga Nasional,184271,79.14,Paid,ead3a40f-4129-44a7-922f-705600ac30ec,"[{""month"": ""2024-11"", ""amount"": 150.17, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 249.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 463.55, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 292.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 68.39, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 338.93, ""status"": ""Paid""}]"
Unifi,84529999,86.05,Paid,ead3a40f-4129-44a7-922f-705600ac30ec,"[{""month"": ""2024-11"", ""amount"": 95.29, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 439.55, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 321.32, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 456.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 483.46, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 473.01, ""status"": ""Paid""}]"
Time Internet,7941924,186.3,Paid,ead3a40f-4129-44a7-922f-705600ac30ec,"[{""month"": ""2024-11"", ""amount"": 151.53, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 367.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 192.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 162.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 249.25, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 467.2, ""status"": ""Paid""}]"
Time Internet,63187462,144.04,Paid,ead3a40f-4129-44a7-922f-705600ac30ec,"[{""month"": ""2024-11"", ""amount"": 358.11, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 148.01, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 440.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 312.56, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 393.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 202.51, ""status"": ""Paid""}]"
Indah Water,2166588,171.58,Paid,e7e9f716-3f16-4af9-89d2-3920cc311872,"[{""month"": ""2024-11"", ""amount"": 207.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 447.11, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 472.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 93.24, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 311.27, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 458.82, ""status"": ""Paid""}]"
Time Internet,9988952,292.92,Paid,e7e9f716-3f16-4af9-89d2-3920cc311872,"[{""month"": ""2024-11"", ""amount"": 184.08, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 200.56, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 145.29, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 493.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 347.1, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 252.5, ""status"": ""Paid""}]"
Unifi,50226413,288.16,Paid,e7e9f716-3f16-4af9-89d2-3920cc311872,"[{""month"": ""2024-11"", ""amount"": 341.74, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 469.29, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 292.19, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 306.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 245.77, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 369.65, ""status"": ""Paid""}]"
Maxis,91504728,81.43,Paid,147fae61-48c7-4dc4-bf45-58139c2f44eb,"[{""month"": ""2024-11"", ""amount"": 235.54, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 71.66, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 155.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 159.34, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 467.85, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 222.36, ""status"": ""Paid""}]"
Unifi,96936013,246.24,Paid,147fae61-48c7-4dc4-bf45-58139c2f44eb,"[{""month"": ""2024-11"", ""amount"": 253.96, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 324.08, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 180.12, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 422.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 444.51, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 419.15, ""status"": ""Paid""}]"
Time Internet,17805173,269.19,Paid,27942f46-bd3b-4912-ba63-e9804e38248b,"[{""month"": ""2024-11"", ""amount"": 180.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 202.85, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 221.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 430.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 333.48, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 441.96, ""status"": ""Paid""}]"
Maxis,89256323,244.67,Overdue,27942f46-bd3b-4912-ba63-e9804e38248b,"[{""month"": ""2024-11"", ""amount"": 50.61, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 437.94, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 149.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 200.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 275.69, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 265.07, ""status"": ""Paid""}]"
Air Selangor,20824644,292.95,Paid,915f2816-cccf-49cc-a024-f902b925be20,"[{""month"": ""2024-11"", ""amount"": 257.87, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 295.56, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 281.03, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 454.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 395.4, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 394.64, ""status"": ""Paid""}]"
Maxis,4653013,255.25,Paid,915f2816-cccf-49cc-a024-f902b925be20,"[{""month"": ""2024-11"", ""amount"": 354.3, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 65.12, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 455.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 376.32, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 249.18, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 180.71, ""status"": ""Paid""}]"
Tenaga Nasional,92674548,283.35,Paid,9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd,"[{""month"": ""2024-11"", ""amount"": 259.08, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 321.6, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 63.12, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 187.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 474.79, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 473.35, ""status"": ""Paid""}]"
Tenaga Nasional,30924169,84.53,Paid,9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd,"[{""month"": ""2024-11"", ""amount"": 103.62, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 331.8, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 226.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 225.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 221.16, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 182.57, ""status"": ""Paid""}]"
Air Selangor,60084236,153.09,Pending,569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c,"[{""month"": ""2024-11"", ""amount"": 270.9, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 66.34, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 88.52, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 228.28, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 491.42, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 397.4, ""status"": ""Paid""}]"
Indah Water,54528820,139.86,Paid,569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c,"[{""month"": ""2024-11"", ""amount"": 422.77, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 275.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 176.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 272.63, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 142.97, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 177.88, ""status"": ""Paid""}]"
Indah Water,63013063,280.9,Paid,569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c,"[{""month"": ""2024-11"", ""amount"": 209.62, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 60.57, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 245.91, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 438.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 499.39, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 446.6, ""status"": ""Paid""}]"
Air Selangor,32411585,112.07,Paid,569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c,"[{""month"": ""2024-11"", ""amount"": 101.19, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 480.95, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 409.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 454.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 244.37, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 325.09, ""status"": ""Paid""}]"
Air Selangor,23674758,249.3,Paid,16b7627c-cd36-466c-b0dc-90ace4d33fc3,"[{""month"": ""2024-11"", ""amount"": 149.36, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 166.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 134.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 60.51, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 132.68, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 264.44, ""status"": ""Paid""}]"
